"Name","Geodaten"
"Dyzanas ( = Dauduana)","POINT(42.297672 38.477154)"
"Drvsiliana ( = ?)","POINT(8.907667 36.249546)"
"Eccobriga ( = ?)","POINT(33.650368 40.020912)"
"Egeta ( = ?)","POINT(22.445309 44.469116)"
"Egirca ( = Egerica)","POINT(23.873011 42.387417)"
"Ela ( = Elaea)","POINT(27.055256 38.941643)"
"Elegarsina ( = ?)","POINT(38.970917 38.890297)"
"Epidotio ( = Epidotum)","POINT(15.420023 44.726959)"
"Eraciza ( = Eragiza)","POINT(38.070797 36.20731)"
"Ergitiv̅ ( = ?)","POINT(15.49961 41.714153)"
"Erite ( = Ereta)","POINT(27.549999 42.75)"
"Escone ( = Esco)","POINT(10.637503 47.813438)"
"Evdagina ( = Euagina)","POINT(36.011967 38.521908)"
"Evdracinvm ( = ?)","POINT(7.183885 45.835682)"
"Evporea ( = Euporia)","POINT(23.562336 41.066769)"
"Evristo ( = Euristus)","POINT(21.905472 41.43375)"
"Ezetiv̅ ( = Azetium)","POINT(17.005772 41.009167)"
"Falera ( = Phalara)","POINT(22.628969 38.915096)"
"Febrateri(a)e ( = Fabrateria Nova)","POINT(13.558107 41.519291)"
"Fixtvinvm ( = ?)","POINT(2.881184 48.956432)"
"Fons Camerata ( = ?)","POINT(5.983316 36.39996)"
"Foro Avreli ( = Forum Aurelii)","POINT(11.607969 42.35146)"
"Foro Clodi ( = Forum Clodi)","POINT(10.286228 44.193657)"
"Foroba ( = ?)","POINT(35.413334 39.683014)"
"Fossis papirianis ( = Fossae Papirianae)","POINT(10.256911 43.874535)"
"Frigdarivm ( = ?)","POINT(39.622894 40.569)"
"Fvrfan(a)e ( = ?)","POINT(15.901436 41.264996)"
"Gadaone ( = Gaesao)","POINT(6.793592 44.952969)"
"Gaganis ( = Gaganae)","POINT(22.309265 45.20969)"
"Gagonda ( = ?)","POINT(36.905018 40.385635)"
"Gallicvm ( = ?)","POINT(22.820564 40.790112)"
"Gallvm Gallinativm ( = Ad Gall(inaci)um)","POINT(10.096435 36.90546)"
"Garsi ( = Carissa)","POINT(35.140617 40.527786)"
"Gazati(a)e ( = Calatia)","POINT(14.351473 41.045982)"
"Gensis ( = ?)","POINT(19.311434 44.652916)"
"Gephyra ( = ?)","POINT(36.352592 36.249653)"
"Germizera ( = Germisara)","POINT(23.164364 45.897053)"
"Gervlatis ( = ?)","POINT(22.250032 44.463516)"
"Adscrofvlas ( = Ad Scorfulas)","POINT(21.982677 44.604122)"
"Gervlatis ( = Gerulata)","POINT(17.142727 48.057411)"
"Getvllv ( = ?)","POINT(13.596282 32.783436)"
"Gizenenica ( = ?)","POINT(39.598492 40.761646)"
"Gobdi ( = ?)","POINT(44.947777 38.552502)"
"Gonia ( = ?)","POINT(23.957617 32.066826)"
"Gramrianis ( = ?)","POINT(21.795271 43.449963)"
"Nalata ( = ?)","POINT(19.199598 42.511799)"
"Hariza ( = ?)","POINT(43.799862 39.697262)"
"Hassis ( = Haza)","POINT(39.333332 39.983334)"
"Havarra ( = Auara)","POINT(35.289139 29.959749)"
"Heldo ( = Libo)","POINT(36.361477 34.208809)"
"Helega ( = ?)","POINT(35.894016 41.571323)"
"Heliaramia ( = ?)","POINT(37.62048 34.41114)"
"Hermomacvm ( = Hermoniacum)","POINT(3.529921 50.249016)"
"Hierapoli ( = ?)","POINT(29.121538 37.91819)"
"iammvra ( = Mariamme)","POINT(36.494324 34.906914)"
"idiminio ( = Idiminium)","POINT(20.151567 44.935505)"
"idimo ( = Idimum)","POINT(21.355824 44.131744)"
"Idomenia ( = Idomene)","POINT(22.490618 41.278786)"
"Ilio ( = Ilium)","POINT(26.264755 39.954102)"
"Inmonte Bvlsinio ( = ?)","POINT(17.124716 43.704632)"
"Invca ( = ?)","POINT(10.012412 36.72813)"
"Iominio Mvnicipio ( = Iomnium)","POINT(4.123245 36.891178)"
"Iovia ( = Cardono)","POINT(17.510759 45.854408)"
"Iovis Pago ( = Iovis Pagus)","POINT(21.337761 44.391827)"
"isaria ( = Isaura)","POINT(32.662605 37.331055)"
"Isvnisca ( = Isinisca)","POINT(11.76939 47.920815)"
"Lagalasso ( = ?)","POINT(38.051884 38.183296)"
"Lambafvdi ( = Lambafundi)","POINT(6.465983 35.481197)"
"Lambese ( = Lambaesis)","POINT(6.255649 35.491577)"
"Lambiridi ( = ?)","POINT(6.077305 35.503765)"
"Lambrvm ( = ?)","POINT(9.527501 45.158684)"
"Lamniana ( = ?)","POINT(10.471795 36.275429)"
"Larabvs ( = Lares)","POINT(8.841397 36.081287)"
"Largiana ( = ?)","POINT(23.181679 47.113403)"
"Lavdicia Scabiosa ( = Laodicea ad Libanum)","POINT(36.54147 34.572647)"
"Lebedo ( = Lebedos)","POINT(26.964722 38.077885)"
"Legedia ( = Ingena)","POINT(-1.355406 48.683552)"
"Lemelli presidivm ( = Lemellef)","POINT(4.898028 35.901196)"
"Levceris ( = Leucerae)","POINT(9.390035 45.852985)"
"Lince ( = Priene)","POINT(27.319042 37.670464)"
"Lvcvs Basaro ( = ?)","POINT(40.385082 39.779453)"
"Lysa ( = ?)","POINT(34.357853 30.409962)"
"Macomades Minores ( = Iunci)","POINT(10.497324 34.52586)"
"Macomadase l(orvm) ( = ?)","POINT(16.588337 31.205048)"
"Magabvla ( = ?)","POINT(37.039089 40.383949)"
"Maio medvaco ( = Meduacus Maior)","POINT(12.102889 45.41346)"
"Mallo ( = Mallos)","POINT(35.486359 36.74688)"
"Manange ( = ?)","POINT(9.390765 35.884304)"
"Mandis ( = ?)","POINT(22.504053 32.586613)"
"Claudiopolis ( = Eskihisar)","POINT(31.541674 40.7589)"
"Manoris ( = Mandris)","POINT(31.984095 40.797215)"
"Marinianis ( = Magniana)","POINT(18.160946 45.759476)"
"Masclianis ( = ?)","POINT(22.28385 45.25518)"
"Materno ( = Maternum)","POINT(11.726716 42.550457)"
"Matvasco ( = ?)","POINT(37.762314 40.479748)"
"Medocia ( = ?)","POINT(39.650211 40.520672)"
"Megalasso ( = Megalossos)","POINT(37.980042 40.196835)"
"Meldiis ( = Meldia)","POINT(22.930004 42.922131)"
"Meleagrvm ( = ?)","POINT(36.385635 36.519966)"
"Mellosecto ( = Mellosedo)","POINT(6.129668 45.035942)"
"Memblon(a)e ( = Membrone)","POINT(10.017825 37.100163)"
"Mesembria ( = ?)","POINT(27.7181 42.660416)"
"Mesochoro ( = Mesochorum)","POINT(17.436972 40.481483)"
"Mesorome ( = ?)","POINT(38.088245 40.176689)"
"Metita ( = ?)","POINT(39.144192 38.161076)"
"Metropolis ( = ?)","POINT(27.324524 38.123993)"
"Mideo ( = Midaion)","POINT(30.844765 39.800083)"
"Mino medvaco ( = Meduacus Minor)","POINT(12.098723 45.334351)"
"Mirinna ( = Myrina)","POINT(26.985537 38.840096)"
"Mirones ( = ?)","POINT(36.846088 40.638905)"
"Mizago ( = Mnizos)","POINT(32.332111 40.019466)"
"Mocasvra ( = ?)","POINT(27.665495 41.038799)"
"Molchia ( = ?)","POINT(43.241024 38.753948)"
"Mopti Mvnicipivm ( = Mopthi)","POINT(5.567436 36.247345)"
"Mvnicipio ( = Municipium)","POINT(21.311266 44.503166)"
"Mvslvbio Horreta ( = Muslubium)","POINT(5.246097 36.636742)"
"Mvtia ( = ?)","POINT(8.562379 35.697392)"
"Namare ( = ?)","POINT(15.266468 48.215775)"
"Naraggara ( = ?)","POINT(8.356079 36.223438)"
"Nararra ( = Nabaris)","POINT(40.442642 37.961395)"
"Nastae ( = ?)","POINT(37.744385 37.837761)"
"Navcrati ( = ?)","POINT(30.591778 30.900709)"
"Navtagino ( = Naustathmos)","POINT(36.116604 41.497627)"
"Negla ( = ?)","POINT(35.562614 30.526983)"
"Nemetaco ( = Arras, Nemetacum)","POINT(2.782338 50.292572)"
"Nisibi ( = Nisibis)","POINT(41.216667 37.066666)"
"Nitazo ( = Nitazi)","POINT(33.91259 38.709572)"
"Nivirgitab ( = Nivirgi Tabernae)","POINT(14.765234 32.432964)"
"Noetv ( = Chorotus)","POINT(20.174408 31.394966)"
"Noreia (1) ( = ?)","POINT(14.526732 47.013809)"
"Noreia (2) ( = ?)","POINT(14.526732 47.013809)"
"Novisaqvilianis ( = Novae Aquilianae)","POINT(9.024258 36.64053)"
"Clefantaria ( = Elephantaria)","POINT(9.521908 36.645786)"
"Nvmitvriana ( = Saltus Caeliae Maximae)","POINT(6.3229 36.396996)"
"Octacvscvm ( = Scasuson)","POINT(37.861862 37.69339)"
"Ocvrvra ( = Otthara)","POINT(37.173069 34.422928)"
"Odiana ( = Onellaba)","POINT(8.175841 36.624496)"
"Optatiana ( = ?)","POINT(23.251665 46.986084)"
"Orbita ( = ?)","POINT(10.448014 36.126163)"
"Orgibate ( = Garzoubanthon)","POINT(35.222214 41.735786)"
"Ostracine ( = Ostrakine)","POINT(33.430637 31.115931)"
"Paccianis Matiz(a)e ( = Paccianis Matidiae)","POINT(6.103208 36.864719)"
"Pache ( = Pagai)","POINT(23.197117 38.084923)"
"Pagrvm ( = ?)","POINT(37.301559 38.238865)"
"Palalce ( = ?)","POINT(36.091805 40.716373)"
"Palmatis ( = ?)","POINT(27.440561 43.942066)"
"Palto ( = Paltos)","POINT(35.927406 35.272667)"
"Panopoli ( = Panopolis)","POINT(31.744276 26.563896)"
"Paratianis ( = ?)","POINT(7.156637 36.91671)"
"Pardva ( = ?)","POINT(18.083704 42.941391)"
"Paricea ( = Alexandrou Limen)","POINT(67.919998 24.649668)"
"Parivm ( = ?)","POINT(27.069096 40.420498)"
"Patansana ( = Isumbo)","POINT(42.866665 39.233334)"
"Patara ( = ?)","POINT(39.648354 40.543938)"
"Pedonianis ( = ?)","POINT(24.354876 43.662998)"
"Pegella ( = ?)","POINT(32.666279 38.541328)"
"Perthoricto ( = Perdioricto)","POINT(20.748123 38.820961)"
"Halisso ( = Alyzeia)","POINT(20.951656 38.713371)"
"Petra ( = Pertap)","POINT(33.076656 38.167721)"
"Petris ( = ?)","POINT(23.032228 45.86438)"
"Phara ( = Pharan)","POINT(33.609634 28.717525)"
"Phemenio ( = Poimanenon)","POINT(27.8923 40.078972)"
"Phenica ( = Attici)","POINT(20.183329 31.133295)"
"Philocalia ( = Philokaleia)","POINT(38.984959 41.034351)"
"Philomelo ( = Philomelion)","POINT(31.429823 38.356716)"
"Picvs ( = ?)","POINT(9.142701 36.615627)"
"Pileiam ( = Peukelaotis)","POINT(71.616852 34.143959)"
"Pistvm ( = ?)","POINT(19.737162 41.516171)"
"Pocrinio ( = Pocrinium)","POINT(3.978186 46.480495)"
"Ponte Alvti ( = ?)","POINT(24.240744 44.866474)"
"Ponte Avfidi ( = ?)","POINT(15.539506 41.068195)"
"Ponte Avgvsti ( = ?)","POINT(22.518892 45.504578)"
"Ponte vetere ( = Pons Vetus)","POINT(24.306776 45.509468)"
"Pontos ( = ?)","POINT(12.725499 32.759388)"
"Popvlos ( = Populi)","POINT(16.33391 46.30991)"
"Pordonnivm ( = ?)","POINT(38.275501 37.766163)"
"Porsvlis ( = Porsulae)","POINT(25.333323 41.13781)"
"Potomia Cepora ( = ?)","POINT(32.538021 40.897583)"
"Presidio dasmini ( = Praesidium Dasmini)","POINT(21.506851 43.721809)"
"Presidio Pompei ( = Praesidium Pompei)","POINT(21.617729 43.58955)"
"Priscv taberna ( = ?)","POINT(20.099176 30.573931)"
"Propasta ( = Prophthasia)","POINT(61.490616 32.45269)"
"Ptemari ( = Pleuramis)","POINT(35.559666 40.103363)"
"Pvdizo ( = Tarpodizo)","POINT(27.354053 41.846661)"
"Pvdpvt ( = Pupput)","POINT(10.614698 36.395149)"
"Pvtea niga ( = Putea Nigrorum)","POINT(16.36664 31.199947)"
"Pvtea pallene ( = ?)","POINT(11.1998 33.316715)"
"Qvintiliana ( = ?)","POINT(13.926716 32.708351)"
"Reila ( = Rhizaion)","POINT(40.508671 41.023556)"
"Remetodia ( = ?)","POINT(23.095003 43.777718)"
"Risca ( = Bisica Lucana)","POINT(9.634267 36.397968)"
"Romvla ( = Malva)","POINT(24.400272 44.175816)"
"Rosos ( = Rhosos)","POINT(35.882534 36.427307)"
"Rvdas ( = Budas)","POINT(16.295366 41.201233)"
"Rvsazv Mvnicipivm ( = Rusazus)","POINT(4.418971 36.894089)"
"Rvsibricari Matidi(a)e ( = Rusubbicari Matidiae)","POINT(3.5646 36.801018)"
"Rvsidava ( = ?)","POINT(24.280043 44.702843)"
"Rvsippisir Mvnicipio ( = ?)","POINT(4.156907 36.897602)"
"Rvspe ( = ?)","POINT(11.000971 35.01429)"
"Rvspina ( = ?)","POINT(10.829677 35.773643)"
"Saba ( = Sabus)","POINT(38.595371 39.113979)"
"Sagadava ( = Sacidava)","POINT(27.754713 44.18919)"
"Sahal ( = ?)","POINT(39.412666 36.898945)"
"Salaberina ( = Salambriai)","POINT(34.035152 38.120701)"
"Saldis ( = ?)","POINT(18.830811 44.946812)"
"Salinis ( = Salinae)","POINT(15.9933 41.403381)"
"Salinis ( = Salinae)","POINT(23.864109 46.38868)"
"Sallvnto (2) ( = Salluntum)","POINT(19.003654 42.721455)"
"Sallvnto (1) ( = Salthua)","POINT(18.653543 42.766415)"
"Salmalasso ( = ?)","POINT(39.864861 39.929108)"
"Salsovia ( = ?)","POINT(29.123993 45.066463)"
"Sama ( = Samma Castorum)","POINT(38.25462 38.38467)"
"Melentenis ( = ?)","POINT(38.316669 38.350182)"
"Sammachi ( = ?)","POINT(40.535194 37.694393)"
"Sanderva ( = Anderva)","POINT(18.944147 42.773243)"
"Sapham ( = Sapha)","POINT(41.981888 37.264168)"
"Sarbane ( = Sisara)","POINT(41.628014 37.131645)"
"Sardebar ( = Sardeoua)","POINT(40.511356 37.585014)"
"Sarto ( = Sparata)","POINT(23.710684 42.555912)"
"Sassvravicvs ( = Sarsura)","POINT(10.688677 35.443802)"
"Sathena ( = Batnae)","POINT(38.424236 36.976074)"
"Savronisena ( = Saurania)","POINT(37.599819 40.697918)"
"Scarpias ( = Skarpheia)","POINT(22.644194 38.807465)"
"Elatia ( = Elatia, Elateia)","POINT(22.764982 38.62635)"
"Scyle ( = ?)","POINT(15.918462 37.931419)"
"Secvrispa ( = Securisca)","POINT(24.834372 43.702591)"
"Segvra ( = Segora)","POINT(-1.043266 47.208679)"
"Semnvm ( = Scinasium)","POINT(16.635885 40.17086)"
"Brindisi ( = Brundisium)","POINT(17.938955 40.636189)"
"Seramisa ( = ?)","POINT(36.740295 40.461693)"
"Siagv ( = ?)","POINT(10.571652 36.429379)"
"Sibvs ( = Aubuzza)","POINT(8.598432 35.952389)"
"Sicilibba ( = ?)","POINT(9.873597 36.685879)"
"Sigvese ( = ?)","POINT(8.930003 36.209896)"
"Sigvs ( = ?)","POINT(6.78528 36.122311)"
"Silesva ( = ?)","POINT(9.566695 34.066662)"
"Simnana ( = Simadana)","POINT(14.94413 32.407318)"
"Sirgora ( = Singara)","POINT(41.864399 36.323601)"
"Sminthivm ( = Smintheion)","POINT(26.11478 39.53017)"
"Solonenica ( = Sedisca)","POINT(39.584629 40.428814)"
"Sonista ( = ?)","POINT(16.765678 46.185978)"
"Spatvra ( = Peukelaotis)","POINT(71.616852 34.143959)"
"Spelvncis ( = ?)","POINT(37.752632 40.292416)"
"Spelvnis ( = Ad Speluncas)","POINT(17.703709 40.756508)"
"Stailvco ( = ?)","POINT(17.390375 47.736027)"
"Statvle ( = Statulae)","POINT(13.773125 42.087578)"
"Stenarvm ( = Caput Stenarum)","POINT(24.633011 45.633011)"
"Stenas ( = ?)","POINT(22.384157 41.351246)"
"Storgosia ( = Pleven)","POINT(24.620705 43.408333)"
"Svblacio ( = Sublaqueum)","POINT(13.094996 41.926403)"
"Svblvcv ( = Sulluctu)","POINT(7.33233 37.038567)"
"Svbvtvttv ( = ?)","POINT(13.920485 32.442204)"
"Svgga ( = ?)","POINT(37.958344 37.637703)"
"Svgolin ( = Seggera)","POINT(14.566667 32.466721)"
"Tigisi ( = ?)","POINT(3.947273 36.793308)"
"Syda Mvnicipivm ( = Bida)","POINT(4.282988 36.682304)"
"Syene ( = ?)","POINT(32.904942 24.095991)"
"Syrascelle ( = Sirogellis)","POINT(26.926367 40.884037)"
"Tagvlis ( = Tugulus)","POINT(18.466667 30.549906)"
"Tamiso ( = Tamassos)","POINT(33.238045 35.027493)"
"Tannetvm ( = ?)","POINT(10.455169 44.771748)"
"Tanomia ( = Fanum Minervae)","POINT(4.501944 49.050556)"
"Tapostri ( = Taposiris)","POINT(29.519356 30.946035)"
"Tarsa ( = Tharsa)","POINT(38.226395 37.506344)"
"Tentira ( = Tentyra)","POINT(32.670097 26.141775)"
"Tericias ( = Tericiae)","POINT(4.862225 43.69046)"
"Thabvdeos ( = Tabudium Oppidum)","POINT(6.007213 34.723293)"
"Thacia ( = ?)","POINT(9.050218 36.30267)"
"Thadvte ( = Taduttit)","POINT(6.374227 35.711899)"
"Thalbasaris ( = Thelbalane)","POINT(41.170132 37.866039)"
"Thamaro ( = Thamara)","POINT(35.230423 30.82262)"
"Thantia ( = Thainatha)","POINT(36.228985 32.269978)"
"Tharsidarate ( = ?)","POINT(41.490078 39.974358)"
"Theleda ( = ?)","POINT(37.103176 35.137478)"
"Thiar ( = Thiara)","POINT(38.213009 36.986279)"
"Thigisi ( = Tigisis)","POINT(6.942475 36.110683)"
"Thornia ( = Thoana)","POINT(35.717667 30.770346)"
"Thvraria ( = ?)","POINT(9.940136 36.834927)"
"THVRRIS ( = Turris)","POINT(9.793709 36.656956)"
"Thvsvros ( = ?)","POINT(8.143573 33.917648)"
"Tiertva ( = Dierna)","POINT(22.396173 44.725159)"
"Timaco Minori ( = Timacum Minus)","POINT(22.258335 43.618824)"
"Trimamio ( = Trimammium)","POINT(25.831078 43.70805)"
"Tvbonis ( = Thubunae)","POINT(5.350311 35.350845)"
"Tvrres ( = Ad Turres)","POINT(12.155385 41.936077)"
"Vbaza Castellv̅ ( = Turris Ubaza)","POINT(7.734771 34.91206)"
"Vbinnaca ( = ?)","POINT(33.562889 38.173859)"
"Vlisippira ( = Uluzibbira)","POINT(10.453276 35.949436)"
"Vt Svrgas ( = Utsurgae)","POINT(27.8703 41.514965)"
"Vzappa ( = ?)","POINT(9.330468 35.924034)"
"Aqvas Regias ( = Aquae Regiae)","POINT(9.718677 35.58292)"
"Varis ( = ?)","POINT(19.026846 42.670162)"
"Vasidice ( = ?)","POINT(7.96098 36.151794)"
"Vastavna ( = ?)","POINT(43.103176 38.305756)"
"Venne ( = Peme)","POINT(31.237597 29.586777)"
"Vennv̅ ( = ?)","POINT(10.823126 45.547363)"
"Verona ( = Verona)","POINT(10.994371 45.438953)"
"Vereisso ( = Vereuso)","POINT(38.496056 39.250542)"
"Vica ( = Vicat)","POINT(42.36404 36.4049)"
"Vice̅tia ( = ?)","POINT(11.540277 45.545773)"
"Viciano ( = Vicianum)","POINT(21.141542 42.639107)"
"Vico Avgvsti ( = Vicus Augusti)","POINT(9.238986 36.636646)"
"Vico mendicoleo ( = ?)","POINT(15.744834 40.122486)"
"Vico Virginis ( = Vicus Virginis)","POINT(8.477232 44.311085)"
"VII Maria ( = Septem Maria)","POINT(12.227829 45.0242)"
"Vinavicvs ( = ?)","POINT(10.550673 36.510509)"
"Vindenis ( = ?)","POINT(21.190577 42.866798)"
"vio ( = Utus)","POINT(24.728167 43.641651)"
"Virasia ( = ?)","POINT(35.578594 40.615459)"
"Virga ( = Berge)","POINT(14.880159 32.248646)"
"Volocesia ( = Vologesias)","POINT(44.580482 33.045979)"
"Ypepa ( = Hypaipa)","POINT(27.962914 38.248459)"
"Zacoria ( = Zagora)","POINT(35.411098 41.677746)"
"Zagvrae ( = Zogorra)","POINT(42.111057 36.359138)"
"Zanserio ( = ?)","POINT(41.78722 38.163887)"
"Zavtaberna ( = ?)","POINT(20.092993 31.706039)"
"Zirinis ( = Zirinae)","POINT(26.311937 41.160843)"
"Zogorra ( = Zagurae)","POINT(42.111057 36.359138)"
"Zvre ( = ?)","POINT(16.828865 31.191298)"
"Voconi ( = Aquae Voconiae)","POINT(2.752102 41.846176)"
"Gervnda ( = Girona)","POINT(2.826608 41.987347)"
"Ivncaria ( = ?)","POINT(2.966727 42.275356)"
"Declana ( = ?)","POINT(2.87374 42.41486)"
"Raphanis ( = Raphaneai)","POINT(36.392979 34.966351)"
"Ziza Mvnicipivm ( = Zitha)","POINT(11.112905 33.503895)"
"Nicopoli ( = Ye_ilyayla)","POINT(38.135262 40.14201)"
"Appollonia ( = Gölyaz1, Apollonia ad Rhyndacum)","POINT(28.677067 40.189503)"
"Stenas ( = ? ~ Perataria)","POINT(22.612053 39.897686)"
"Addianam ( = ?)","POINT(20.333752 41.155769)"
"Nicea ( = ?)","POINT(21.17795 41.056992)"
"Amatria ( = Amantia)","POINT(19.617769 40.467945)"
"Gabvleo ( = Gabuleum)","POINT(20.724176 42.21236)"
"Promona ( = ?)","POINT(16.199379 43.896187)"
"Iovnaria ( = Ionnaria)","POINT(17.149805 44.082371)"
"Avsancalione ( = Ausancalio)","POINT(15.686781 44.391685)"
"Arypio ( = Arupium)","POINT(15.268748 44.848511)"
"Calatie ( = Calatia)","POINT(14.351473 41.045982)"
"Ereto ( = Eretum)","POINT(12.626047 42.101135)"
"Adintercisa ( = Passo di Furlo)","POINT(12.73317 43.654259)"
"In Alpe pennino ( = ?)","POINT(9.567696 44.249752)"
"Zacazama ( = ?)","POINT(18.068426 30.792652)"
"Adrimitio ( = Adramyttium)","POINT(26.938091 39.500698)"
"Narnia ( = Nequinum)","POINT(12.515737 42.519924)"
"Nesatio ( = Nesactium)","POINT(13.969585 44.916779)"
"Coloniam Arcilaida ( = Colonia Claudia Archelais)","POINT(33.862164 38.430817)"
"Villa Repentina ( = Vax)","POINT(12.796766 32.760754)"
"Crypta Neapolitana ( = ?)","POINT(14.21755 40.829594)"
"Alexandria ( = ?)","POINT(29.909773 31.201435)"
"Athenis ( = Athenai)","POINT(40.874222 41.172314)"
"Heracleo ( = Herakleopolis Mikra)","POINT(32.167572 30.98214)"
"Diospolis Magna ( = ?)","POINT(32.647282 25.694777)"
"Fenchi ( = ?)","POINT(30.879436 28.752638)"
"Heracleo ( = Herakleopolis)","POINT(30.934614 29.085459)"
"Phacaiv̅ ( = Phakoussa)","POINT(31.672165 30.72051)"
"Medeia ( = Marah)","POINT(32.815029 29.419451)"
"Vbrivvm ( = ?)","POINT(2.866794 45.744644)"
"Fines ( = ?)","POINT(1.359924 44.003078)"
"Badera ( = ?)","POINT(1.612796 43.455036)"
"Cavalline ( = Cabellio)","POINT(5.034166 43.829884)"
"Opivnte ( = ?)","POINT(40.264282 40.93795)"
"Flegoana ( = Elegoana)","POINT(43.353333 39.026535)"
"Antiochia ( = Gyaur Kala (?))","POINT(62.19278 37.669739)"
"Atribi ( = Athribis)","POINT(31.184021 30.468973)"
"Cabacos ( = Kazeka)","POINT(35.843674 45.023586)"
"Caralis ( = Carales)","POINT(9.109522 39.214886)"
"Cepos ( = Kepoi)","POINT(36.997341 45.299423)"
"Chimerivm ( = Kimmerikon)","POINT(36.22459 45.04232)"
"Cotiara ( = Kottiara)","POINT(76.777702 8.991778)"
"Crvcis ( = Cornus)","POINT(8.492635 40.104389)"
"Girba ( = ?)","POINT(10.857207 33.877937)"
"HERMONASSA ( = ?)","POINT(36.711624 45.217358)"
"Marianis ( = Mariana)","POINT(9.51256 42.528942)"
"Monim ( = Satyrou Mnema)","POINT(36.818031 45.344212)"
"Mvzeris ( = ?)","POINT(76.213142 10.153976)"
"Nvra ( = Nora)","POINT(9.016164 38.984455)"
"Phamacorivm ( = Phanagoreia)","POINT(36.983963 45.272594)"
"Salolime ( = Kalos Limen)","POINT(32.703316 45.520931)"
"Svlci ( = Sulcis)","POINT(8.4547 39.061745)"
"Tavromenio ( = Tauromenium)","POINT(15.292135 37.85247)"
"Tipasa ( = ?)","POINT(10.747552 33.72382)"
"Tvndis ( = Tyndis)","POINT(75.926476 10.763548)"
"Vttea ( = Bitia)","POINT(8.875849 38.902691)"
"Arephilenorvm fines affrice et cyrenensivm ( = Arae Philaenorum)","POINT(18.788189 30.293896)"
"Templ Avgvsti ( = Templum Augusti)","POINT(76.20723 10.157551)"
"Tvrribvs ( = Turris Libisonis)","POINT(8.410012 40.834568)"
"Caieta ( = ?)","POINT(13.57099 41.214073)"
"Nimphi ( = Nymphaion)","POINT(36.412521 45.227547)"
"Augusta Bracaria ( = Braga, Bracara Augusta)","POINT(-8.422933 41.551739)"
"Limea ( = ~ Ponte de Lima, Limia)","POINT(-8.583327 41.767078)"
"Tude ( = ?)","POINT(-8.643756 42.046196)"
"Burbida ( = Bonisana)","POINT(-8.531584 42.293831)"
"Turoqua ( = Turaqua)","POINT(-8.527426 42.400452)"
"Aquae Celenae ( = Quecelenis)","POINT(-8.643331 42.605503)"
"Glandimarium ( = Glandimirum)","POINT(-8.654909 42.725582)"
"Brigantium ( = A Coruña, Bricantia)","POINT(-8.395968 43.371487)"
"Alantone ( = ?)","POINT(-1.815214 42.879215)"
"Pompelone ( = Pamplona, Pompelo)","POINT(-1.644224 42.817989)"
"Turissa ( = Iturisa)","POINT(-1.386239 42.97065)"
"Summo Pyreneo ( = Summus Pyreneus)","POINT(-1.324058 43.019859)"
"Carta ( = Santacara, Cara)","POINT(-1.553244 42.375252)"
"Segla ( = Ejea de los Caballeros, Segia)","POINT(-1.137115 42.129368)"
"Caesaraugusta ( = Zaragoza, Caesarea Augusta)","POINT(-0.876643 41.656246)"
"Foro Gallorum ( = Forum Gallorum)","POINT(-0.760288 42.011616)"
"Ossaron ( = Irun, Oiasso)","POINT(-1.789233 43.338169)"
"Ebelino ( = Ebelinum)","POINT(-0.696297 42.31675)"
"Summo Pyreneo ( = Summus Pyreneus)","POINT(-0.82811 42.757526)"
"Tarracone ( = Tarragona, Tarraco)","POINT(1.258617 41.11459)"
"Palturia ( = ?)","POINT(1.514955 41.203712)"
"Antistiana ( = ?)","POINT(1.647899 41.3106)"
"Fines ( = Martorell)","POINT(1.927242 41.473473)"
"Arragona ( = Sabadell)","POINT(2.107509 41.548424)"
"Barcenone ( = Barcelona, Colonia Barcino)","POINT(2.169911 41.387913)"
"Steras ( = ?)","POINT(2.2635 41.746471)"
"Salaniana ( = ?)","POINT(-8.272959 41.717426)"
"Aquis Querquennis ( = Baños de Bande)","POINT(-7.980556 41.973888)"
"Geminis ( = Geminiae)","POINT(-7.756988 42.113075)"
"Salientibus ( = Salientes)","POINT(-7.672263 42.2416)"
"Praesidio ( = Praesidium)","POINT(-7.402275 42.352169)"
"Nemetobrica ( = A Pobra de Trives)","POINT(-7.252762 42.33984)"
"Foro Gigurnion ( = Forum Gigurrorum)","POINT(-7.120542 42.39254)"
"Gemestarium ( = Ginistaria)","POINT(-6.904559 42.485119)"
"Bergido ( = Cacabelos, Bergidum Flavium)","POINT(-6.725657 42.599819)"
"Interamnio Fluvio ( = Interamnium Flavium)","POINT(-6.591282 42.546124)"
"Asturica ( = Astorga)","POINT(-6.063573 42.458649)"
"Tria ( = Iria Flavia)","POINT(-8.654768 42.746696)"
"Brevis ( = ?)","POINT(-7.998794 42.911091)"
"Assegonia ( = Assegonion)","POINT(-8.546374 42.88036)"
"Luco Augusti ( = Lugo, Lucus Augusti)","POINT(-7.555831 43.012085)"
"Timalino ( = Timalinum)","POINT(-7.260016 42.891567)"
"Ponte Neviae ( = Ponte Abei)","POINT(-7.162148 42.853401)"
"Uttaris ( = ?)","POINT(-6.882122 42.649464)"
"Vallata ( = Balsata)","POINT(-5.766403 42.517506)"
"Legio ( = Léon, Legio VII Gemina)","POINT(-5.57175 42.599865)"
"Memoriana ( = ?)","POINT(-5.828947 43.158501)"
"Luco Asturum ( = Lucus Asturum)","POINT(-5.812984 43.449192)"
